Education,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Response,Age,Days_Since_Customer,Fam_Size,Num_Accepted,MntTotal
4,69098.0,82,1315,22,780,145,0,178,1,7,8,9,5,0,0,72,3700.0866019844907,2,0,3755
1,25959.0,1,4,2,12,7,5,26,2,1,2,2,6,0,1,51,3702.0866019844907,3,0,60
3,27100.0,64,12,0,13,2,0,10,1,1,0,3,7,0,0,38,3652.0866019844907,3,0,49
2,70596.0,68,347,44,534,17,0,26,1,3,5,12,2,0,0,36,3834.0866019844907,1,0,1315
2,42557.0,98,192,5,53,0,5,15,4,6,1,4,8,0,0,47,3871.0866019844907,3,0,462
4,53312.0,32,241,0,12,0,0,25,1,5,1,5,7,0,0,70,3526.0866019844907,2,0,519
2,72228.0,87,631,28,491,30,14,56,1,6,7,8,3,0,0,69,3781.0866019844907,1,0,1881
2,67605.0,84,336,28,282,184,54,54,1,2,8,6,1,0,0,34,3657.0866019844907,2,0,1274
3,62845.0,3,1099,0,45,0,0,34,11,3,4,10,8,0,0,72,3838.0866019844907,4,1,2277
2,65196.0,34,743,19,181,12,0,200,2,7,6,11,5,0,0,63,3541.0866019844907,4,1,1898
4,42000.0,23,124,83,267,85,59,35,2,5,2,11,5,0,1,34,3737.0866019844907,1,0,777
4,35860.0,37,15,0,8,4,2,20,2,1,1,2,5,0,0,48,3243.0866019844907,3,1,64
4,65526.0,22,397,19,69,12,0,9,1,4,4,8,2,0,0,57,3281.0866019844907,3,0,903
2,16860.0,19,10,4,4,3,3,14,3,1,1,3,7,0,0,60,3857.0866019844907,4,0,48
2,83528.0,7,530,117,678,134,44,147,1,4,10,8,1,0,1,29,3261.0866019844907,1,2,2180
1,64176.0,52,1215,33,249,64,116,149,8,8,9,8,6,0,0,56,3897.0866019844907,2,0,3041
2,22304.0,91,3,2,7,0,4,2,1,1,0,2,8,0,0,65,3896.0866019844907,1,0,21
2,67023.0,93,444,44,382,11,8,17,1,3,7,13,2,1,0,43,3319.0866019844907,2,0,1350
4,32892.0,78,26,0,15,2,1,2,2,3,0,3,8,0,0,50,3237.0866019844907,3,0,72
2,70713.0,23,736,114,279,82,76,190,6,5,6,8,3,0,0,55,3775.0866019844907,3,0,2213
2,59925.0,83,473,21,176,19,21,56,3,9,2,9,6,0,0,66,3778.0866019844907,3,0,1239
2,39722.0,92,32,0,5,2,0,8,2,2,0,3,5,0,0,68,3327.0866019844907,3,0,79
2,46610.0,4,288,10,30,4,10,125,1,6,1,6,6,0,0,63,3548.0866019844907,2,0,755
2,88347.0,32,1050,178,555,77,138,118,1,4,7,9,1,0,0,60,3563.0866019844907,2,1,3166
4,87171.0,27,1001,44,107,58,44,44,1,6,7,11,2,0,0,40,3626.0866019844907,2,2,2299
1,26907.0,10,9,1,7,0,3,2,2,1,0,3,7,0,0,45,3515.0866019844907,4,0,31
3,50014.0,9,234,14,77,19,10,42,2,4,1,8,5,0,0,53,3360.0866019844907,2,0,630
4,41014.0,65,7,2,6,2,0,3,1,1,0,2,7,0,0,43,3635.0866019844907,3,0,27
2,66294.0,68,251,108,334,65,92,117,1,4,3,5,2,0,0,56,3306.0866019844907,1,0,1218
2,36715.0,16,172,10,125,21,13,16,6,7,2,4,9,0,1,50,3791.0866019844907,3,0,529
2,79456.0,12,565,42,548,64,83,99,1,5,6,4,3,0,1,65,3878.0866019844907,2,0,1966
2,40479.0,95,5,0,8,2,0,0,1,0,0,3,4,0,0,39,3518.0866019844907,3,0,20
3,75345.0,16,918,57,842,99,38,133,1,5,8,6,3,0,1,51,3714.0866019844907,1,1,3005
2,54233.0,46,652,8,158,21,0,142,4,11,6,5,8,0,0,44,3712.0866019844907,3,0,1633
2,24163.0,3,4,1,7,2,1,2,2,1,0,3,4,0,0,51,3462.0866019844907,3,0,21
4,84460.0,80,152,27,103,106,54,81,0,9,9,4,5,0,1,63,3743.0866019844907,2,4,675
2,43776.0,77,8,0,9,2,1,3,1,1,0,2,6,0,0,38,3259.0866019844907,3,0,31
4,71691.0,0,336,130,411,240,32,43,1,4,7,5,2,0,1,63,3306.0866019844907,1,0,1528
4,85844.0,62,938,19,843,25,95,38,1,6,6,7,2,0,0,48,3233.0866019844907,2,1,2896
4,39190.0,91,68,8,18,19,8,12,2,2,1,4,5,0,0,47,3266.0866019844907,2,0,201
2,71367.0,24,227,23,389,42,21,75,1,4,5,7,2,0,0,62,3512.0866019844907,2,0,1004
4,38578.0,2,38,4,22,3,3,3,3,3,0,3,8,0,0,49,3574.0866019844907,3,0,111
4,57236.0,22,105,0,9,2,1,4,3,2,1,4,3,0,0,56,3311.0866019844907,4,0,226
2,61825.0,56,162,50,100,55,30,27,1,4,2,8,4,0,0,42,3528.0866019844907,2,0,586
2,79803.0,54,574,8,216,21,16,33,1,4,3,5,1,0,0,63,3229.0866019844907,2,0,1442
1,80910.0,71,160,80,369,67,39,41,1,3,3,8,1,0,0,35,3808.0866019844907,1,0,916
3,27590.0,38,6,0,5,0,0,1,1,1,0,2,7,0,0,39,3634.0866019844907,3,0,18
2,56775.0,62,614,35,160,58,35,35,2,5,8,10,5,0,0,42,3745.0866019844907,3,0,1551
2,83829.0,78,897,161,430,186,161,27,0,4,7,6,1,0,1,46,3466.0866019844907,1,3,2759
1,54210.0,18,70,54,109,80,9,45,2,4,1,7,5,0,0,42,3607.0866019844907,3,0,437
2,38508.0,95,120,19,206,25,19,54,6,7,2,5,8,0,0,35,3533.0866019844907,3,0,563
2,53187.0,66,211,2,30,7,7,10,2,4,1,6,5,0,0,51,3448.0866019844907,3,0,478
2,30023.0,28,11,0,16,7,6,21,1,2,0,3,8,0,0,49,3299.0866019844907,3,0,72
4,76045.0,78,760,53,400,17,93,0,1,4,5,11,2,0,0,61,3428.0866019844907,1,1,2083
4,50870.0,13,53,0,8,0,0,2,1,2,0,3,5,0,0,69,3212.0866019844907,3,0,116
1,15315.0,27,7,4,13,15,8,17,2,2,0,4,5,0,0,51,3532.0866019844907,2,0,71
1,65463.0,17,391,32,70,21,32,16,2,6,2,9,5,0,0,47,3352.0866019844907,3,1,953
2,66480.0,71,199,9,57,20,21,6,7,4,1,7,4,0,0,56,3231.0866019844907,4,0,511
2,76773.0,79,516,56,449,86,33,16,1,2,2,11,1,0,0,67,3691.0866019844907,1,0,1672
1,81698.0,1,709,45,115,30,160,45,1,8,2,5,5,0,1,38,3687.0866019844907,1,1,1813
4,54466.0,78,12,0,4,0,0,0,1,1,0,2,5,0,0,48,3342.0866019844907,3,0,28
3,98777.0,23,1000,19,711,125,115,38,0,4,6,9,1,0,0,61,3334.0866019844907,1,1,3008
4,16269.0,75,19,3,18,3,1,0,3,3,0,3,8,0,0,37,3505.0866019844907,2,0,63
2,71819.0,70,1224,28,140,0,14,168,3,3,3,5,6,0,0,50,3507.0866019844907,3,2,2798
4,33569.0,10,16,2,18,3,0,24,1,1,1,2,8,0,1,38,3458.0866019844907,3,1,79
3,36262.0,24,88,39,54,64,28,153,1,3,5,3,6,0,1,38,3484.0866019844907,2,1,514
0,22634.0,47,2,23,11,8,6,46,1,2,1,2,8,0,0,55,3731.0866019844907,2,0,98
1,47025.0,98,508,11,59,23,5,29,5,11,1,6,9,0,0,43,3492.0866019844907,3,0,1143
2,70566.0,4,381,28,215,84,28,21,2,6,5,9,3,0,0,53,3468.0866019844907,2,0,1138
4,31605.0,15,74,0,42,2,1,6,2,2,1,4,7,0,0,42,3786.0866019844907,3,0,199
3,52034.0,67,146,0,93,7,13,73,5,4,2,5,7,0,0,48,3610.0866019844907,3,0,478
2,48526.0,32,23,17,23,43,20,9,1,2,1,4,3,0,0,42,3389.0866019844907,2,0,158
2,46734.0,40,110,5,137,26,23,29,2,6,1,5,7,0,0,67,3790.0866019844907,3,0,440
2,39552.0,54,165,3,147,4,24,41,7,6,2,5,8,0,1,59,3760.0866019844907,3,0,549
2,86358.0,78,957,47,494,82,47,95,4,5,3,6,8,0,0,55,3892.0866019844907,3,0,2679
2,46931.0,94,41,0,17,3,1,16,2,1,1,3,3,0,0,44,3268.0866019844907,5,0,119
0,16581.0,51,1,3,4,2,3,11,1,0,0,3,4,0,0,36,3735.0866019844907,1,0,25
1,63998.0,42,176,29,818,0,33,112,1,7,6,11,4,0,1,69,3393.0866019844907,1,0,1344
3,67381.0,67,815,8,53,11,0,70,4,2,2,9,7,0,0,70,3732.0866019844907,3,1,1772
2,25930.0,87,6,1,2,2,0,4,1,1,0,2,7,0,0,54,3464.0866019844907,3,0,21
2,42693.0,29,8,4,20,6,3,16,1,1,0,3,5,0,0,43,3224.0866019844907,3,0,65
2,85606.0,89,717,42,864,219,30,84,2,6,7,9,3,0,0,45,3796.0866019844907,3,1,2673
2,72903.0,74,1067,138,750,0,19,39,1,7,5,8,4,0,1,36,3445.0866019844907,1,3,3080
1,49669.0,97,166,5,107,11,8,29,2,5,1,6,6,0,0,47,3238.0866019844907,3,0,492
4,36778.0,63,29,4,34,2,4,4,3,3,0,3,9,0,0,53,3895.0866019844907,4,0,106
4,85696.0,88,714,76,395,116,0,12,1,4,6,9,1,0,1,59,3624.0866019844907,1,0,2027
3,10979.0,34,8,4,10,2,2,4,2,3,0,3,5,0,0,32,3240.0866019844907,1,0,38
2,49678.0,81,229,5,56,3,2,20,2,6,2,4,7,0,0,60,3714.0866019844907,3,0,544
3,56129.0,65,320,48,133,39,72,48,4,6,2,10,4,0,0,68,3576.0866019844907,3,0,980
2,37155.0,51,23,0,26,7,15,3,1,2,0,4,5,0,0,32,3716.0866019844907,3,0,97
1,21282.0,76,1,5,8,4,8,20,2,2,1,2,6,0,0,43,3251.0866019844907,2,0,47
4,33419.0,76,56,0,12,0,0,18,2,2,0,4,7,0,0,59,3518.0866019844907,2,0,142
2,63285.0,84,508,124,249,50,38,134,1,6,5,13,3,0,0,76,3438.0866019844907,1,0,1611
3,21255.0,56,29,0,25,2,2,3,4,2,1,4,4,0,0,47,3361.0866019844907,3,0,90
2,42162.0,31,46,7,59,2,4,27,2,3,1,3,6,0,1,40,3424.0866019844907,3,1,191
2,54450.0,0,454,0,171,8,19,32,12,9,2,8,8,0,0,65,3855.0866019844907,4,0,1138
4,57744.0,91,350,3,39,0,0,19,2,9,1,4,8,0,0,67,3431.0866019844907,3,0,761
2,26576.0,40,10,0,8,0,0,9,1,1,0,2,9,0,1,35,3826.0866019844907,2,1,37
4,57513.0,59,735,40,183,52,20,30,2,9,3,13,6,0,0,78,3560.0866019844907,1,0,1795
2,68142.0,96,897,126,196,91,112,37,3,10,4,7,6,0,0,57,3871.0866019844907,3,0,2356
2,7500.0,61,5,2,3,3,0,5,1,1,0,2,8,0,0,42,3871.0866019844907,3,0,23
2,83145.0,14,777,35,731,39,137,114,1,5,9,11,2,0,1,47,3847.0866019844907,2,1,2610
3,54197.0,16,162,6,37,6,13,13,2,1,3,6,1,0,0,61,3289.0866019844907,3,0,399
4,23091.0,98,35,0,11,0,0,2,4,2,1,3,7,0,0,58,3234.0866019844907,3,0,83
2,46049.0,11,342,9,112,19,14,19,10,5,2,9,7,0,1,45,3545.0866019844907,4,0,857
2,56715.0,52,258,105,239,237,172,9,1,7,3,4,4,0,0,47,3773.0866019844907,2,0,1278
2,79410.0,19,658,80,483,123,13,13,1,3,2,5,1,0,0,60,3233.0866019844907,2,0,2028
2,57304.0,61,356,80,329,138,17,106,2,7,6,10,5,0,0,70,3677.0866019844907,3,0,1382
2,44375.0,73,213,5,28,7,7,41,1,4,1,6,5,0,0,56,3300.0866019844907,3,0,514
2,54450.0,0,454,0,171,8,19,32,12,9,2,8,8,0,0,65,3855.0866019844907,4,0,1138
2,59594.0,74,457,4,29,0,0,9,1,8,1,7,7,0,0,56,3819.0866019844907,3,1,956
2,80685.0,55,241,45,604,34,26,54,1,6,4,10,2,0,0,27,3878.0866019844907,2,0,1245
4,40344.0,48,210,0,6,0,0,2,2,4,1,5,7,0,0,47,3461.0866019844907,3,0,428
2,62710.0,53,441,35,83,7,29,11,4,4,2,12,4,0,0,49,3604.0866019844907,3,0,1047
1,48985.0,13,19,13,18,10,7,8,1,1,1,3,3,0,0,53,3561.0866019844907,3,0,94
2,35322.0,34,28,9,37,12,7,13,3,2,0,4,8,0,0,53,3878.0866019844907,5,0,134
2,77142.0,54,476,75,162,29,151,97,1,4,4,8,2,0,0,73,3598.0866019844907,2,0,1466
2,81657.0,69,364,40,425,158,60,50,1,3,4,8,1,0,0,52,3360.0866019844907,1,0,1461
0,14421.0,81,0,0,2,3,3,8,1,1,0,2,5,0,0,25,3334.0866019844907,2,1,16
1,20130.0,99,0,6,3,7,6,12,1,1,0,3,8,0,0,47,3306.0866019844907,2,0,34
4,74214.0,3,863,83,547,86,99,33,1,8,2,5,5,0,0,31,3874.0866019844907,2,0,2574
3,66726.0,61,349,7,35,0,0,47,3,8,2,4,7,0,0,64,3370.0866019844907,4,1,787
0,23724.0,65,5,23,15,0,18,14,2,2,0,3,8,0,0,42,3739.0866019844907,3,0,80
3,47353.0,93,184,2,19,8,8,4,3,2,2,6,5,0,0,61,3430.0866019844907,3,0,409
3,33444.0,24,8,0,8,0,0,2,1,1,0,2,8,0,0,69,3805.0866019844907,4,0,26
2,54386.0,8,277,21,64,62,21,25,2,3,2,10,3,0,0,40,3610.0866019844907,3,0,747
2,28510.0,72,44,5,19,0,4,19,3,2,0,4,5,0,0,40,3644.0866019844907,3,0,135
3,90638.0,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,30,3338.0866019844907,1,1,3681
2,48070.0,33,373,14,83,6,9,19,3,8,2,6,7,1,0,71,3734.0866019844907,3,0,877
2,43140.0,68,134,8,76,6,0,11,1,4,1,5,6,0,0,64,3742.0866019844907,3,0,369
4,54959.0,55,1148,0,60,0,0,24,3,9,5,4,7,0,1,60,3728.0866019844907,2,1,2380
0,15056.0,76,6,12,3,21,6,40,5,2,2,3,5,0,0,63,3624.0866019844907,3,0,94
2,26954.0,17,4,1,11,0,0,1,1,1,0,2,7,0,0,50,3254.0866019844907,2,0,21
2,22327.0,94,5,4,8,2,0,5,1,1,0,3,5,0,0,36,3533.0866019844907,2,0,29
2,44393.0,86,24,2,20,2,2,10,2,1,0,4,4,0,0,56,3513.0866019844907,4,0,84
4,62000.0,25,899,0,101,0,0,20,1,6,6,13,4,0,0,69,3510.0866019844907,2,1,1919
4,31497.0,22,108,1,28,13,1,4,2,3,1,4,8,0,0,59,3772.0866019844907,3,0,263
1,45894.0,15,27,2,7,0,2,13,1,1,0,3,5,0,0,47,3324.0866019844907,4,0,78
3,78579.0,35,816,66,549,216,66,99,1,5,6,4,3,0,1,51,3756.0866019844907,1,0,2628
3,67369.0,81,1298,0,70,37,14,42,4,7,4,10,4,0,1,52,3791.0866019844907,2,2,2759
2,58401.0,55,10,0,11,17,29,29,1,1,2,2,4,0,0,61,3272.0866019844907,2,0,106
2,62307.0,94,87,13,34,10,6,10,1,4,0,4,5,0,0,69,3334.0866019844907,2,0,247
3,43641.0,50,57,2,51,4,2,23,3,2,1,4,6,0,0,52,3635.0866019844907,4,0,196
3,63841.0,64,635,15,100,20,7,131,1,9,3,9,6,0,0,53,3636.0866019844907,2,0,1543
1,46891.0,91,43,12,23,29,15,61,1,2,1,4,4,0,0,56,3503.0866019844907,3,0,226
3,70091.0,11,964,34,137,15,0,11,2,5,2,10,8,0,0,52,3657.0866019844907,3,1,2125
4,78075.0,72,572,8,259,34,35,80,1,3,5,5,1,0,0,49,3287.0866019844907,2,0,1560
1,59184.0,6,341,142,113,259,151,66,3,6,6,12,5,0,0,60,3860.0866019844907,2,0,1413
2,54809.0,0,63,6,57,13,13,22,4,2,1,5,4,0,0,44,3493.0866019844907,4,0,237
2,58113.0,66,221,104,169,102,78,84,3,9,2,8,7,1,0,62,3722.0866019844907,3,0,979
3,51412.0,42,140,3,29,4,5,14,2,3,2,4,4,0,0,63,3382.0866019844907,3,0,335
2,15287.0,60,1,2,8,4,3,13,2,1,1,2,7,0,1,42,3829.0866019844907,2,1,32
3,66636.0,64,291,10,689,84,10,0,1,3,4,9,1,0,0,64,3518.0866019844907,2,0,1375
3,50965.0,87,544,13,85,8,6,29,3,10,4,5,8,0,0,65,3696.0866019844907,3,1,1229
4,84618.0,96,684,100,801,21,66,0,1,6,9,10,2,0,0,56,3421.0866019844907,2,1,2356
2,18351.0,1,1,12,9,0,14,7,1,2,0,3,7,0,0,31,3445.0866019844907,2,0,44
4,40451.0,54,35,0,4,0,0,10,1,1,1,2,5,0,0,64,3335.0866019844907,4,1,84
2,36317.0,53,87,3,25,3,2,13,2,3,0,4,7,0,0,56,3605.0866019844907,3,0,220
2,42213.0,96,309,3,24,4,3,20,2,5,1,7,7,0,0,64,3462.0866019844907,3,1,672
2,65748.0,58,172,73,93,95,78,34,2,2,4,10,1,1,0,66,3642.0866019844907,3,0,717
2,77044.0,12,625,38,242,50,34,76,2,7,11,11,4,0,0,49,3447.0866019844907,3,1,1690
2,74918.0,78,972,59,913,25,19,59,1,5,9,6,3,0,0,52,3676.0866019844907,2,1,3019
2,56721.0,64,157,6,39,6,13,75,5,4,1,5,6,0,0,49,3808.0866019844907,4,0,453
2,42160.0,26,48,9,45,3,15,20,4,2,1,4,6,0,1,46,3568.0866019844907,3,0,188
2,61559.0,8,279,83,88,32,14,34,1,4,2,10,3,0,0,56,3549.0866019844907,2,0,809
4,33629.0,49,132,0,16,0,0,4,5,3,1,4,9,0,0,58,3892.0866019844907,4,0,284
4,68682.0,56,919,0,505,99,30,45,1,4,9,10,2,0,0,30,3468.0866019844907,2,0,2517
2,34377.0,55,62,0,22,3,1,26,2,2,2,2,7,0,0,58,3728.0866019844907,2,0,176
0,8940.0,25,1,45,3,4,6,42,3,3,1,3,8,0,0,35,3878.0866019844907,2,0,102
2,26228.0,50,2,6,4,3,1,9,1,1,0,2,8,0,0,48,3482.0866019844907,3,0,27
1,77297.0,84,408,61,109,48,122,41,1,5,7,9,4,0,0,64,3721.0866019844907,1,1,1197
2,40211.0,30,51,1,7,2,1,25,2,2,1,2,8,0,0,40,3536.0866019844907,4,1,138
4,33438.0,81,62,1,16,3,2,6,4,2,1,4,5,0,0,63,3482.0866019844907,3,0,152
4,75032.0,74,952,12,180,47,12,12,2,5,4,9,3,0,0,62,3629.0866019844907,3,0,2167
4,61284.0,76,618,15,106,20,7,45,1,11,2,8,6,0,0,66,3462.0866019844907,1,1,1429
2,22518.0,36,11,7,12,2,2,27,2,2,1,2,5,0,1,35,3817.0866019844907,3,1,72
3,54730.0,64,318,3,17,4,7,56,5,4,1,8,4,0,0,46,3520.0866019844907,3,0,723
3,38452.0,62,56,0,14,0,0,2,3,3,0,3,7,0,0,66,3293.0866019844907,4,0,128
2,44421.0,53,110,5,59,7,1,7,5,5,0,4,8,0,0,50,3701.0866019844907,3,0,299
4,38197.0,86,23,0,11,2,1,3,1,1,0,3,5,0,0,35,3567.0866019844907,3,0,63
2,41986.0,15,27,5,8,8,3,12,3,3,0,4,4,0,0,43,3342.0866019844907,2,0,90
2,28427.0,67,18,3,19,3,3,6,2,2,0,3,8,0,0,38,3667.0866019844907,3,0,70
4,37395.0,47,18,0,9,0,1,11,1,1,0,3,6,0,0,45,3260.0866019844907,3,0,57
2,64722.0,47,303,0,280,60,147,15,4,8,2,11,6,0,0,50,3236.0866019844907,3,0,1108
3,55249.0,81,97,1,19,2,0,11,1,2,1,4,3,0,0,65,3275.0866019844907,3,0,227
2,84906.0,98,997,15,414,99,30,76,1,5,6,12,2,0,0,49,3470.0866019844907,2,3,2628
2,28691.0,56,5,4,13,8,0,4,1,1,0,3,8,0,0,32,3562.0866019844907,3,0,39
2,44213.0,48,95,11,35,0,4,7,4,2,1,5,6,0,0,69,3414.0866019844907,3,0,247
0,25707.0,18,1,6,2,3,6,3,1,1,0,3,7,0,0,37,3364.0866019844907,2,0,22
4,59062.0,74,46,1,12,3,0,9,2,2,0,3,4,0,0,54,3471.0866019844907,5,0,117
2,76624.0,68,411,106,147,54,115,66,1,5,10,7,1,0,0,59,3238.0866019844907,2,1,1310
3,66000.0,36,244,51,270,101,0,45,1,1,3,5,1,0,0,74,3272.0866019844907,2,0,955
4,27683.0,90,152,9,121,12,12,45,4,6,2,4,8,0,0,43,3896.0866019844907,3,0,503
2,1730.0,65,1,1,3,1,1,1,15,0,0,0,20,0,0,50,3244.0866019844907,1,0,9
0,7500.0,63,10,17,18,8,26,40,4,3,2,2,9,0,0,29,3775.0866019844907,2,0,129
2,40521.0,82,12,0,5,0,0,4,1,0,1,2,5,0,0,53,3652.0866019844907,4,0,33
4,20427.0,63,5,0,4,0,0,1,1,1,0,2,8,0,0,48,3299.0866019844907,3,0,15
2,65106.0,55,790,19,133,12,0,19,3,8,3,13,6,0,0,46,3238.0866019844907,3,1,1763
4,69969.0,64,882,29,514,38,29,44,1,4,2,6,3,0,1,56,3508.0866019844907,2,2,2418
2,67433.0,51,615,28,259,12,48,30,4,6,5,13,4,0,0,69,3550.0866019844907,4,1,1607
4,77766.0,97,1004,59,265,115,59,27,2,11,10,11,6,0,1,54,3694.0866019844907,3,1,2533
2,74716.0,92,133,27,421,13,195,71,2,7,3,5,4,0,0,49,3492.0866019844907,3,0,993
2,68118.0,51,595,23,123,10,23,154,2,8,9,4,6,0,0,58,3456.0866019844907,2,0,1523
4,55158.0,72,293,0,87,4,11,23,4,7,2,5,7,0,1,51,3901.0866019844907,4,0,711
1,62972.0,39,313,15,47,20,0,192,2,7,4,3,6,0,1,66,3897.0866019844907,3,0,900
2,74190.0,49,151,81,86,168,91,64,2,4,2,11,2,0,0,46,3250.0866019844907,3,0,792
2,39356.0,21,15,0,2,0,0,6,1,1,0,2,6,0,0,45,3304.0866019844907,4,1,38
2,76653.0,91,736,63,946,219,189,126,1,4,7,11,2,0,0,52,3519.0866019844907,2,2,3015
4,35860.0,37,15,0,8,4,2,20,2,1,1,2,5,0,0,48,3243.0866019844907,3,1,64
4,90687.0,98,982,17,672,23,34,51,1,6,2,8,2,0,1,38,3605.0866019844907,1,1,2761
3,73450.0,85,1142,51,415,90,69,37,1,7,8,11,3,0,0,39,3408.0866019844907,2,2,2946
2,31454.0,40,28,0,11,0,0,9,3,2,0,3,8,0,0,61,3560.0866019844907,4,0,76
2,47139.0,2,46,0,12,0,2,23,2,2,1,2,7,0,1,69,3317.0866019844907,3,0,129
2,83829.0,78,897,161,430,186,161,27,0,4,7,6,1,0,1,46,3466.0866019844907,1,3,2759
4,53378.0,41,489,6,152,8,6,132,10,9,4,6,8,0,1,58,3845.0866019844907,4,0,1282
2,19656.0,94,25,4,9,6,8,32,3,2,1,3,7,0,0,51,3708.0866019844907,3,0,109
4,45579.0,10,145,1,33,2,1,1,1,4,1,4,6,0,0,73,3515.0866019844907,3,0,328
1,85485.0,73,630,26,611,44,18,54,1,6,6,6,2,0,0,63,3210.0866019844907,1,0,2013
2,55956.0,22,760,38,104,50,9,38,2,7,3,4,4,0,0,77,3285.0866019844907,2,1,1759
3,64191.0,30,420,15,186,151,38,15,3,5,3,13,3,0,0,58,3725.0866019844907,2,0,1245
2,38808.0,21,125,17,52,3,19,30,4,5,1,4,8,0,1,49,3874.0866019844907,2,1,371
3,57183.0,51,464,5,64,7,0,70,8,9,1,7,8,0,0,55,3669.0866019844907,4,0,1074
3,23748.0,97,6,6,29,12,15,8,3,2,1,3,8,0,0,53,3787.0866019844907,2,0,82
2,66303.0,56,1090,12,96,16,12,60,4,3,4,11,8,0,0,50,3690.0866019844907,3,1,2376
3,37368.0,4,3,2,11,2,2,10,1,1,0,2,6,0,0,46,3397.0866019844907,3,1,33
2,40800.0,77,24,0,27,8,30,10,2,3,0,3,7,1,0,57,3746.0866019844907,5,0,123
2,71847.0,95,737,21,106,55,63,210,0,6,7,9,3,0,0,43,3848.0866019844907,1,1,1929
2,46149.0,36,254,6,71,4,0,27,5,5,1,7,5,0,0,46,3414.0866019844907,3,0,616
2,78687.0,13,817,185,687,145,55,241,1,4,6,8,2,0,1,38,3891.0866019844907,2,1,2947
1,49118.0,90,620,54,239,99,98,119,2,9,7,10,7,0,1,50,3882.0866019844907,1,2,1849
4,37633.0,49,13,4,20,0,0,1,2,1,0,3,9,0,0,64,3849.0866019844907,4,0,51
3,39767.0,18,113,61,204,34,26,47,2,7,1,7,8,0,0,70,3545.0866019844907,2,0,598
0,26997.0,89,7,23,78,133,49,144,2,4,2,5,7,0,0,70,3803.0866019844907,2,0,441
2,33986.0,43,16,2,18,2,1,5,1,1,0,3,7,0,0,51,3674.0866019844907,2,0,60
4,57091.0,82,462,0,24,6,0,4,2,9,2,5,7,0,1,49,3785.0866019844907,3,1,958
1,46831.0,84,22,2,10,6,4,34,2,1,2,2,4,0,0,52,3588.0866019844907,4,0,100
3,83151.0,80,968,147,842,137,42,210,1,5,7,10,2,0,1,49,3706.0866019844907,2,3,3314
2,52531.0,68,283,112,151,51,72,125,2,7,2,10,6,0,0,50,3748.0866019844907,2,0,1077
2,15759.0,12,1,2,5,6,0,3,1,1,0,2,7,0,0,65,3499.0866019844907,2,0,18
2,22804.0,75,14,1,7,2,1,1,1,2,0,2,9,0,0,50,3535.0866019844907,2,0,40
1,43050.0,10,30,5,24,6,3,8,2,2,0,4,5,0,0,48,3305.0866019844907,3,0,106
4,42997.0,91,4,0,5,0,1,5,1,1,0,2,7,0,0,44,3406.0866019844907,3,0,19
4,48918.0,21,52,0,9,0,0,1,2,1,0,4,4,0,0,58,3280.0866019844907,3,0,114
3,60033.0,28,62,1,57,19,11,48,2,2,1,5,2,0,0,67,3294.0866019844907,3,0,260
4,34043.0,97,20,2,14,3,0,10,1,2,0,2,9,0,0,43,3449.0866019844907,3,0,69
2,57811.0,49,545,7,114,37,21,78,5,7,2,11,5,0,0,55,3572.0866019844907,3,1,1347
2,78569.0,14,558,79,622,207,175,95,1,4,6,4,1,0,1,75,3332.0866019844907,2,1,2294
2,7500.0,5,6,5,4,13,4,25,4,2,1,3,6,0,0,43,3751.0866019844907,3,0,63
3,157733.0,37,39,1,9,2,0,8,0,1,0,1,1,0,0,50,3592.0866019844907,3,0,98
2,94384.0,62,1111,24,790,160,45,172,0,5,8,5,2,0,1,68,3684.0866019844907,2,3,3413
1,23148.0,83,4,6,8,6,3,10,1,2,0,3,7,0,0,36,3333.0866019844907,2,0,41
2,44267.0,48,183,5,65,3,5,49,5,5,2,4,9,0,0,51,3691.0866019844907,3,0,493
2,71626.0,94,546,72,376,94,145,72,1,5,5,8,3,0,0,42,3807.0866019844907,2,1,1851
2,60894.0,61,606,7,155,10,0,54,5,10,3,8,7,0,0,55,3568.0866019844907,3,0,1438
2,50200.0,70,266,6,51,8,6,64,6,7,1,5,8,0,0,45,3654.0866019844907,4,0,667
4,81051.0,43,1142,29,249,38,29,14,1,5,5,12,2,0,0,56,3239.0866019844907,2,2,2643
2,65169.0,23,1074,0,69,0,0,46,1,10,4,13,6,0,1,39,3368.0866019844907,2,4,2263
2,59868.0,37,771,51,154,54,10,154,7,11,2,12,6,0,0,49,3544.0866019844907,3,0,1965
4,65695.0,50,371,32,189,0,58,6,2,5,4,10,4,0,0,61,3351.0866019844907,3,0,1027
3,64857.0,78,556,14,717,210,0,43,1,7,5,10,4,0,0,65,3785.0866019844907,1,0,2096
3,45143.0,74,202,5,74,11,5,14,3,6,1,5,7,0,0,56,3509.0866019844907,3,0,513
1,74805.0,14,209,162,209,41,162,37,5,4,7,10,2,0,0,66,3437.0866019844907,3,0,1029
1,59060.0,77,35,40,111,36,40,12,3,3,1,7,4,0,0,32,3371.0866019844907,3,0,309
4,27238.0,39,37,0,17,0,0,3,3,3,0,3,9,0,0,59,3637.0866019844907,3,0,94
